#,Token,,Price,Change (%),Volume (24H),Circulating Market Cap,Onchain Market Cap,Holders,Id
133,NXM(NXM),,$69.280.022243 ETH,-5.40%,$0.00 ,"$256,902,708.00 ","$256,991,042.40 ",33590.00%,0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b
134,pepeCoin(pepecoin),,$2.14310.000688 ETH,-4.51%,"$2,246,636.00 ","$248,062,803.00 ","$286,675,014.93 ","11,864",0xa9e8acf069c58aec8825542845fd754e41a9489a
135,Arkham(ARKM),,$1.2040.000387 ETH,-9.18%,"$45,404,939.00 ","$246,334,241.00 ","$1,203,979,672.70 ",245390.06%,0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050
136,Metis Token(Metis),,$41.850.013436 ETH,-11.01%,"$15,698,224.00 ","$238,067,942.00 ","$418,500,000.00 ",241400.03%,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e
137,Reserve Rights(RSR),,$0.00460.000001 ETH,-8.62%,"$19,818,680.00 ","$234,514,229.00 ","$458,211,000.00 ","21,479-0.023%",0x320623b8e4ff03373931769a31fc52a4e78b5d70
138,Ondo Short-Term U.S. Government Bond Fund(OUSG),,$107.320.034455 ETH,0.01%,$0.00 ,"$230,779,195.00 ","$220,551,292.92 ",520.00%,0x1b19c19393e2d034d8ff31ff34c81252fcbbee92
139,Wrapped Binance Beacon ETH(wBETH),,"$3,249.151.043151 ETH",-5.97%,"$4,221,682.00 ","$229,754,681.00 ","$2,353,037,679.15 ",30130.10%,0xa2e3356610840701bdf5611a53974510ae27e2e1
140,PAAL AI($PAAL),,$0.27020.000087 ETH,-16.98%,"$2,911,365.00 ","$229,658,133.00 ","$270,186,000.00 ",518380.03%,0x14feE680690900BA0ccCfC76AD70Fd1b95D10e16
141,Amp(AMP),,$0.00390.000001 ETH,-6.43%,"$10,757,709.00 ","$220,695,221.00 ","$391,068,073.05 ",979500.00%,0xff20817765cb7f73d4bde2e66e067e58d11095c2
142,Threshold Network Token(T),,$0.02150.000007 ETH,-7.28%,"$7,115,460.00 ","$210,513,922.00 ","$236,867,047.45 ",73500.08%,0xCdF7028ceAB81fA0C6971208e83fa7872994beE5
143,Mask Network(MASK),,$2.100.000674 ETH,-5.76%,"$27,080,294.00 ","$210,370,721.00 ","$210,000,000.00 ",138770.03%,0x69af81e73a73b40adf4f3d4223cd9b1ece623074
144,UMA Voting Token v1(UMA),,$2.480.000796 ETH,-0.28%,"$46,083,710.00 ","$204,003,806.00 ","$298,639,655.68 ",214400.02%,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828
145,SSV Token(SSV),,$28.750.009230 ETH,-9.22%,"$25,536,710.00 ","$203,965,179.00 ","$332,835,041.25 ",65520.06%,0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54
146,Olympus(OHM),,$12.570.004036 ETH,0.31%,"$238,462.00 ","$202,855,516.00 ","$275,383,107.48 ",77690.03%,0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5
147,Goldfinch(GFI),,$2.540.000815 ETH,-9.19%,"$3,136,520.00 ","$201,620,650.00 ","$290,285,713.56 ",139900.08%,0xdab396ccf3d84cf2d07c4454e10c8a6f5b008d2b
148,API3(API3),,$1.740.000559 ETH,-8.59%,"$14,068,769.00 ","$200,995,198.00 ","$239,761,318.14 ","24,114-0.004%",0x0b38210ea11411557c13457D4dA7dC6ea731B88a
149,tBTC v2(tBTC),,"$63,205.0020.292182 ETH",-4.68%,"$1,676,692.00 ","$197,940,622.00 ","$197,768,445.00 ",929-0.215%,0x18084fba666a33d37592fa2633fd49a74dd93a88
150,BandToken(BAND),,$1.350.000433 ETH,-5.26%,"$9,979,360.00 ","$196,211,726.00 ","$135,000,000.00 ","35,332-0.011%",0xba11d00c5f74255f56a5e366f4f77f5a186d7f55
151,Ocean Token(OCEAN),,$0.47840.000154 ETH,-8.87%,"$810,218.00 ","$196,107,806.00 ","$674,486,190.00 ","43,490-0.048%",0x967da4048cD07aB37855c090aAF366e4ce1b9F48
152,CoinEx Token(CET),,$0.06940.000022 ETH,-1.07%,"$101,676.00 ","$194,627,130.00 ","$13,955,133.47 ",19620.00%,0x081f67afa0ccf8c7b17540767bbe95df2ba8d97f
153,CoinDash Token(CDT),,$0.28310.000091 ETH,-9.43%,"$242,553.00 ","$191,256,352.00 ","$283,145,000.00 ","13,365-0.007%",0x177d39ac676ed1c67a2b268ad7f1e58826e5b0af
154,SPACE ID(ID),,$0.44030.000141 ETH,-3.46%,"$22,812,231.00 ","$189,470,821.00 ","$790,717,223.97 ",41280.00%,0x2dfF88A56767223A5529eA5960Da7A3F5f766406
155,Tellor Tributes(TRB),,$71.130.022837 ETH,-12.96%,"$112,059,727.00 ","$185,372,796.00 ","$188,987,146.38 ",91510.07%,0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0
156,Rollbit Coin(RLB),,$0.0690.000022 ETH,-3.65%,"$844,663.00 ","$184,112,780.00 ","$173,981,785.52 ","24,614-0.049%",0x046eee2cc3188071c02bfc1745a6b17c656e3f3d
157,yearn.finance(YFI),,"$5,507.471.768192 ETH",-3.44%,"$15,592,915.00 ","$183,604,597.00 ","$201,936,895.02 ",523820.01%,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e
158,Frax Share(FXS),,$2.240.000719 ETH,-1.59%,"$35,085,717.00 ","$182,372,993.00 ","$223,286,551.04 ",174390.06%,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0
159,Harmony ONE(1ONE),,$0.01270.000004 ETH,-7.32%,"$5,292,303.00 ","$179,388,031.00 ","$100,684.52 ",32940.00%,0xd5cd84d6f044abe314ee7e414d37cae8773ef9d3
160,HarmonyOne(ONE),,$0.01270.000004 ETH,-7.32%,"$5,292,303.00 ","$179,388,031.00 ","$158,525,020.20 ",1950.00%,0x799a4202c12ca952cb311598a024c80ed371a41e
161,EDU Coin(EDU),,$0.54260.000174 ETH,-7.55%,"$3,728,801.00 ","$178,984,050.00 ","$272,082.07 ",57,0xf8173a39c56a554837C4C7f104153A005D284D11
162,Zeta(ZETA),,$0.50450.000162 ETH,-10.19%,"$17,002,891.00 ","$173,672,976.00 ","$1,059,544,500.00 ",697780.01%,0xf091867ec603a6628ed83d274e835539d82e9cc8
163,LoopringCoin V2(LRC),,$0.13830.000044 ETH,-6.75%,"$14,240,347.00 ","$172,206,427.00 ","$190,030,046.65 ",1699600.00%,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd
164,ArcBlock(ABT),,$1.750.000562 ETH,-4.35%,"$1,118,082.00 ","$172,132,523.00 ","$325,500,000.00 ",240850.00%,0xb98d4c97425d9908e66e53a6fdf673acca0be986
165,Chroma(CHR),,$0.20260.000065 ETH,-6.07%,"$9,419,990.00 ","$168,897,218.00 ","$125,043,761.98 ",104180.01%,0x8A2279d4A90B6fe1C4B30fa660cC9f926797bAA2
166,Gluwa Creditcoin Vesting Token(G-CRE),,$0.46980.000151 ETH,-3.60%,"$8,746,433.00 ","$168,248,715.00 ","$258,211,808.06 ",8465000.00%,0xa3ee21c306a700e682abcdfe9baa6a08f3820419
167,SwissBorg(CHSB),,$0.170.000055 ETH,-3.89%,"$1,649,774.00 ","$167,858,814.00 ","$169,994,000.00 ","16,194-0.006%",0xba9d4199fab4f26efe3551d490e3821486f135ba
168,SwissBorg Token(BORG),,$0.170.000055 ETH,-3.89%,"$1,649,774.00 ","$167,858,814.00 ","$167,274,921.83 ",9900.10%,0x64d0f55Cd8C7133a9D7102b13987235F486F2224
169,Poly Ontology Token(pONT),,$0.18180.000058 ETH,-5.78%,"$7,669,831.00 ","$165,043,499.00 ","$181,826,472.03 ",64,0xcb46C550539ac3DB72dc7aF7c89B11c306C727c2
170,Neiro(NEIRO),,$0.16180.000052 ETH,19.55%,"$36,504,712.00 ","$161,794,975.00 ","$161,794,975.14 ","8,801",0xEE2a03Aa6Dacf51C18679C516ad5283d8E7C2637
171,Alephium (AlphBridge)(ALPH),,$1.890.000607 ETH,-1.19%,"$2,147,032.00 ","$160,201,507.00 ","$25,088,476.14 ",99270.07%,0x590f820444fa3638e022776752c5eef34e2f89a6
172,Banana(BANANA),,$45.520.014614 ETH,-14.94%,"$109,314,469.00 ","$153,616,349.00 ","$455,200,000.00 ",103240.31%,0x38E68A37E401F7271568CecaAc63c6B1e19130B4
173,COTI Token(COTI),,$0.09730.000031 ETH,-9.12%,"$7,396,511.00 ","$153,013,660.00 ","$226,636,675.16 ",276350.03%,0xddb3422497e61e13543bea06989c0789117555c5
174,Instadapp(INST),,$1.830.000588 ETH,-7.42%,"$195,084.00 ","$151,164,315.00 ","$183,000,000.00 ","3,458-0.087%",0x6f40d4a6237c257fff2db00fa0510deeecd303eb
175,VANRY(VANRY),,$0.10560.000034 ETH,-11.41%,"$14,876,584.00 ","$148,160,052.00 ","$178,795,135.85 ","5,700-0.018%",0x8DE5B80a0C1B02Fe4976851D030B36122dbb8624
176,Non-Playable Coin(NPC),,$0.02120.000007 ETH,-17.33%,"$4,990,937.00 ","$145,885,731.00 ","$170,354,226.01 ",98540.08%,0x8ed97a637a790be1feff5e888d43629dc05408f6
177,Renzo Restaked LST(pzETH),,"$3,688.311.184145 ETH",-5.09%,"$33,587.00 ","$144,157,796.00 ","$144,157,596.35 ",30420.36%,0x8c9532a60e0e7c6bbd2b2c1303f63ace1c3e9811
178,Swipe(SXP),,$0.23280.000075 ETH,-9.49%,"$8,373,123.00 ","$142,006,914.00 ","$66,426,719.86 ",239300.00%,0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9
179,Across Protocol Token(ACX),,$0.34950.000112 ETH,-8.83%,"$772,717.00 ","$141,525,463.00 ","$349,452,000.00 ",54280.20%,0x44108f0223A3C3028F5Fe7AEC7f9bb2E66beF82F
180,EDU Coin(EDU),,$0.54210.000174 ETH,-7.56%,"$4,938,529.00 ","$141,216,167.00 ","$300,857,730,000,000.00 ",1,0x26aAd156Ba8eFA501b32B42Ffcdc8413F90e9C99
181,Taiko Token(TAIKO),,$2.13740.000686 ETH,-9.62%,"$24,335,320.00 ","$140,965,337.00 ","$2,137,406,033.65 ",5970.00%,0x10dea67478c5f8c5e2d90e5e9b26dbe60c54d800
182,Lisk(LSK),,$0.93910.000301 ETH,-5.68%,"$3,464,630.00 ","$136,582,120.00 ","$375,627,842.36 ",265,0x6033f7f88332b8db6ad452b7c6d5bb643990ae3f
183,Wrapped PCI(WPCI),,$0.1350.000043 ETH,-3.00%,"$1,308,781.00 ","$136,054,366.00 ","$1,932,867.92 ","2,271",0x3c2a309d9005433c1bc2c92ef1be06489e5bf258
184,Balancer(BAL),,$2.310.000742 ETH,-7.22%,"$8,756,493.00 ","$134,515,878.00 ","$148,631,588.49 ",482510.01%,0xba100000625a3754423978a60c9317c58a424e3d
185,STASIS EURS Token(EURS),,$1.0770.000346 ETH,-0.38%,"$1,184,634.00 ","$133,704,939.00 ","$133,683,637.38 ",51130.00%,0xdb25f211ab05b1c97d595516f45794528a807ad8
186,Telcoin(TEL),,$0.00170.000001 ETH,-8.26%,"$712,380.00 ","$132,035,632.00 ","$169,857,000.00 ",474240.03%,0x467Bccd9d29f223BcE8043b84E8C8B282827790F
187,PIXEL(PIXEL),,$0.16920.000054 ETH,-8.69%,"$47,334,746.00 ","$130,491,478.00 ","$846,205,000.00 ",52510.06%,0x3429d03c6F7521AeC737a0BBF2E5ddcef2C3Ae31
188,WAX Token(WAX),,$0.03760.000012 ETH,-8.48%,"$7,347,842.00 ","$129,660,345.00 ","$69,528,674.83 ",170720.00%,0x39bb259f66e1c59d5abef88375979b4d20d98022
189,Bitkub Token(KUB),,$1.430.000459 ETH,-2.18%,"$428,271.00 ","$127,640,177.00 ","$157,300,000.00 ",1840.00%,0x0649cef6d11ed6f88535462e147304d3fe5ae14d
190,BitMartToken(BMC),,$0.37260.000120 ETH,-1.77%,"$1,227,310.00 ","$126,517,584.00 ","$327,572,458.08 ",85900.00%,0x986EE2B944c42D017F52Af21c4c69B84DBeA35d8
191,GoMining Token(GMT),,$0.29840.000096 ETH,0.18%,"$9,549,959.00 ","$125,629,249.00 ","$105,998,993.04 ",115830.10%,0x7ddc52c4de30e94be3a6a0a2b259b2850f421989
192,TrueFi(TRU),,$0.10760.000035 ETH,-9.97%,"$23,027,867.00 ","$124,324,271.00 ","$133,521,871.03 ",114870.01%,0x4c19596f5aaff459fa38b0f7ed92f11ae6543784
193,SushiToken(SUSHI),,$0.6360.000204 ETH,-7.44%,"$20,778,294.00 ","$122,678,654.00 ","$176,651,851.20 ",1230930.01%,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2
194,IOSToken(IOST),,$0.00570.000002 ETH,-5.76%,"$7,018,952.00 ","$122,180,888.00 ","$120,375,259.14 ",420970.00%,0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab
195,LCX(LCX),,$0.15590.000050 ETH,-4.05%,"$680,328.00 ","$120,857,735.00 ","$148,059,400.00 ",290250.01%,0x037a54aab062628c9bbae1fdb1583c195585fe41
196,MAGIC(MAGIC),,$0.45310.000145 ETH,-8.19%,"$20,312,828.00 ","$119,915,474.00 ","$157,555,307.36 ","4,633",0xB0c7a3Ba49C7a6EaBa6cD4a96C55a1391070Ac9A
197,VVS(VVS),,$0.000.000000 ETH,-4.89%,"$375,512.00 ","$119,307,501.00 ","$426,009.60 ",16600.00%,0x839e71613f9aa06e5701cf6de63e303616b0dde3
198,Origin Ether(OETH),,"$3,111.570.998980 ETH",-5.77%,"$259,002.00 ","$118,198,436.00 ","$118,149,424.47 ",8670.12%,0x856c4Efb76C1D1AE02e20CEB03A2A6a08b0b8dC3
199,SmarDex Token(SDEX),,$0.01380.000004 ETH,-4.47%,"$671,896.00 ","$117,485,137.00 ","$137,548,300.00 ",77980.00%,0x5de8ab7e27f6e7a1fff3e5b337584aa43961beef
200,inSure(SURE),,$0.00440.000001 ETH,-2.28%,"$504,710.00 ","$116,117,190.00 ","$385,733,920.00 ","2,043-0.049%",0xcb86c6a22cb56b6cf40cafedb06ba0df188a416e
201,Bounce Token(Auction),,$17.820.005721 ETH,-4.87%,"$33,077,977.00 ","$115,840,965.00 ","$136,156,632.48 ",122050.04%,0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096
202,Orbs(ORBS),,$0.02620.000008 ETH,1.29%,"$9,283,731.00 ","$115,180,564.00 ","$262,008,800.00 ","8,424-0.047%",0xff56cc6b1e6ded347aa0b7676c85ab0b3d08b0fa
203,Staked ETH(osETH),,"$3,199.521.027217 ETH",-5.60%,"$478,828.00 ","$115,069,981.00 ","$114,821,174.24 ",6200.32%,0xf1c9acdc66974dfb6decb12aa385b9cd01190e38
204,Marlin POND(POND),,$0.01420.000005 ETH,-9.36%,"$3,139,185.00 ","$114,709,512.00 ","$141,548,400.00 ",109970.00%,0x57b946008913b82e4df85f501cbaed910e58d26c
205,Cartesi Token(CTSI),,$0.1390.000045 ETH,-5.50%,"$4,252,343.00 ","$114,674,379.00 ","$139,046,439.12 ","21,058-0.009%",0x491604c0FDF08347Dd1fa4Ee062a822A5DD06B5D
206,Oraichain Token(ORAI),,$7.010.002251 ETH,-7.43%,"$3,431,381.00 ","$114,090,432.00 ","$602,860,000.00 ","14,301-0.035%",0x4c11249814f11b9346808179cf06e71ac328c1b5
207,Pax Dollar(USDP),,$0.99550.000320 ETH,-0.63%,"$10,254,746.00 ","$113,926,959.00 ","$113,882,146.88 ",1116890.01%,0x8e870d67f660d95d5be530380d0ec0bd388289e1
208,RLC(RLC),,$1.560.000501 ETH,-7.01%,"$7,877,557.00 ","$113,324,250.00 ","$135,719,664.60 ","25,059-0.012%",0x607F4C5BB672230e8672085532f7e901544a7375
209,Coin98(C98),,$0.13610.000044 ETH,-7.49%,"$8,844,573.00 ","$113,152,158.00 ","$61,904,894.55 ",39570.08%,0xae12c5930881c53715b369cec7606b70d8eb229f
210,Polygon Ecosystem Token(POL),,$0.49120.000158 ETH,-4.68%,"$416,559.00 ","$112,981,185.00 ","$5,022,301,478.20 ",32260.12%,0x455e53CBB86018Ac2B8092FdCd39d8444aFFC3F6
211,Token Prometeus Network(PROM),,$6.180.001984 ETH,-9.64%,"$3,154,726.00 ","$112,947,833.00 ","$123,600,000.00 ","2,539-0.079%",0xfc82bb4ba86045af6f327323a46e80412b91b27d
212,Everipedia IQ(IQ),,$0.0060.000002 ETH,-5.27%,"$2,844,141.00 ","$111,991,076.00 ","$35,589,006.11 ",29950.07%,0x579cea1889991f68acc35ff5c3dd0621ff29b0c9
213,BORA(BORA),,$0.10190.000033 ETH,-3.67%,"$759,251.00 ","$111,985,538.00 ","$122,844,221.50 ",96610.00%,0x26fb86579e371c7aedc461b2ddef0a8628c93d3b
214,eBORA(eBORA),,$0.10190.000033 ETH,-3.67%,"$759,251.00 ","$111,985,538.00 ","$26,039.31 ",880.00%,0x94efe52d17983e6545180fa46d14f344372e180f
215,WEXO(WEXO),,$2.120.000681 ETH,-1.73%,"$169,457.00 ","$110,270,906.00 ","$1,967,360,000.00 ",2180.00%,0xf31698DDAd0d11160Fe85c500397A470CD3d492E
216,PowerLedger(POWR),,$0.20940.000067 ETH,-5.61%,"$11,469,856.00 ","$109,797,169.00 ","$209,391,000.00 ","54,646-0.009%",0x595832f8fc6bf59c85c527fec3740a1b7a361269
217,Smooth Love Potion(SLP),,$0.00260.000001 ETH,-4.75%,"$8,749,758.00 ","$106,250,360.00 ","$35,531,695.22 ",629830.01%,0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25
218,Pundi X Token(PUNDIX),,$0.4110.000132 ETH,-5.15%,"$4,929,813.00 ","$106,200,985.00 ","$106,196,111.58 ",193190.01%,0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38
219,Wrapped EVER(WEVER),,$0.05310.000017 ETH,-2.66%,"$820,920.00 ","$105,486,776.00 ","$2,743,932.25 ",1750.00%,0x1ffefd8036409cb6d652bd610de465933b226917
220,LON Token(LON),,$0.90720.000291 ETH,-2.44%,"$167,494.00 ","$104,428,407.00 ","$125,131,856.60 ",408040.00%,0x0000000000095413afc295d19edeb1ad7b71c952
221,Alchemy(ACH),,$0.02080.000007 ETH,-9.05%,"$16,835,872.00 ","$103,066,024.00 ","$208,024,700.00 ",312410.02%,0xed04915c23f00a313a544955524eb7dbd823143d
222,HashAI(HashAI),,$0.00120.000000 ETH,-12.86%,"$642,343.00 ","$102,948,283.00 ","$115,067,000.00 ","18,413",0x292fcdd1b104de5a00250febba9bc6a5092a0076
223,Gho Token(GHO),,$0.99590.000320 ETH,0.14%,"$3,348,653.00 ","$102,553,196.00 ","$102,460,629.23 ",19140.37%,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f
224,Mass Vehicle Ledger Token(MVL),,$0.0040.000001 ETH,-3.07%,"$6,391,004.00 ","$102,285,419.00 ","$121,207,200.00 ",117550.00%,0xa849eaae994fb86afa73382e9bd88c2b6b18dc71
225,Gemini dollar(GUSD),,$0.99990.000321 ETH,0.03%,"$657,089.00 ","$101,489,939.00 ","$101,497,608.88 ",210290.01%,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd
226,Curve.Fi USD Stablecoin(crvUSD),,$0.9940.000319 ETH,-0.22%,"$29,710,437.00 ","$101,433,909.00 ","$721,936,111.24 ",22510.22%,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E
227,BAZAARS(BZR),,$8.53710.002741 ETH,-5.53%,"$267,115.00 ","$99,647,997.00 ","$4,742,833,869.68 ",101710.00%,0x8d96b4ab6c741a4c8679ae323a100d74f085ba8f
228,Numeraire(NMR),,$13.530.004344 ETH,-4.50%,"$7,143,159.00 ","$98,987,511.00 ","$144,999,508.17 ",384140.01%,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671
229,Radiant(RDNT),,$0.09240.000030 ETH,-8.49%,"$19,958,884.00 ","$98,405,360.00 ","$6,628,042.50 ",14730.00%,0x137dDB47Ee24EaA998a535Ab00378d6BFa84F893
230,Dusk Network(DUSK),,$0.21120.000068 ETH,-7.85%,"$12,871,053.00 ","$98,308,093.00 ","$105,604,500.00 ",193680.00%,0x940a2db1b7008b6c776d4faaca729d6d4a4aa551
231,ALEX(ALEX),,$0.12240.000039 ETH,-5.83%,"$2,066,011.00 ","$96,678,340.00 ","$52,102.41 ",260.00%,0xa831a4e181f25d3b35949e582ff27cc44e703f37
232,ALICE(ALICE),,$1.0470.000336 ETH,-8.51%,"$16,268,971.00 ","$96,443,940.00 ","$96,324,000.00 ","8,498-0.012%",0xac51066d7bec65dc4589368da368b212745d63e8
233,SeedifyFund(SFUND),,$1.55070.000498 ETH,-8.38%,"$5,024,614.00 ","$95,490,948.00 ","$7,237,123.52 ",47580.00%,0x560363bda52bc6a44ca6c8c9b4a5fadbda32fa60
234,StatusNetwork(SNT),,$0.02340.000008 ETH,-6.57%,"$3,259,530.00 ","$92,762,966.00 ","$159,261,521.82 ","83,207-0.004%",0x744d70fdbe2ba4cf95131626614a1763df805b9e
235,Big Time(BIGTIME),,$0.09160.000029 ETH,-9.15%,"$7,660,898.00 ","$92,657,124.00 ","$457,920,000.00 ","19,820-0.030%",0x64Bc2cA1Be492bE7185FAA2c8835d9b824c8a194
236,Wrapped QUIL(wQUIL),,$0.25580.000082 ETH,-12.92%,"$1,453,885.00 ","$91,756,648.00 ","$91,714,715.70 ","5,861",0x8143182a775C54578c8B7b3Ef77982498866945D
237,Function X(FX),,$0.12250.000039 ETH,-3.87%,"$701,683.00 ","$91,502,408.00 ","$14,883,002.57 ",66590.06%,0x8c15ef5b4b21951d50e53e4fbda8298ffad25057
238,Synapse(SYN),,$0.40720.000131 ETH,-6.40%,"$3,419,689.00 ","$89,302,358.00 ","$72,769,726.69 ",82920.05%,0x0f2d719407fdbeff09d87557abb7232601fd9f29
239,Spell Token(SPELL),,$0.00060.000000 ETH,-8.15%,"$6,462,287.00 ","$89,080,488.00 ","$231,711,494.85 ",340220.03%,0x090185f2135308bad17527004364ebcc2d37e5f6
240,dKargo(DKA),,$0.02090.000007 ETH,-2.29%,"$417,749.00 ","$89,015,052.00 ","$104,707,250.00 ",43870.00%,0x5dc60C4D5e75D22588FA17fFEB90A63E535efCE0
241,ApeX Token(APEX),,$1.860.000597 ETH,-9.06%,"$83,052,930.00 ","$87,998,911.00 ","$1,860,000,000.00 ",17330.17%,0x52a8845df664d76c69d2eea607cd793565af42b8
242,StormX(STMX),,$0.0080.000003 ETH,-7.56%,"$41,158,920.00 ","$87,969,950.00 ","$99,904,625.00 ",118900.00%,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c
243,Boba Token(BOBA),,$0.22780.000073 ETH,-3.55%,"$2,230,366.00 ","$87,288,558.00 ","$113,916,500.00 ","11,202-0.018%",0x42bbfa2e77757c645eeaad1655e0911a7553efbc
244,Phala(PHA),,$0.1170.000038 ETH,-6.80%,"$6,392,833.00 ","$86,676,324.00 ","$116,973,000.00 ",188220.02%,0x6c5bA91642F10282b576d91922Ae6448C9d52f4E
245,Dogelon(ELON),,$0.000.000000 ETH,-10.87%,"$3,253,100.00 ","$86,648,038.00 ","$157,558,000.00 ",1518460.01%,0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3
246,Wilder(WILD),,$0.33190.000107 ETH,-7.54%,"$536,104.00 ","$86,503,911.00 ","$165,932,646.52 ","18,823-0.011%",0x2a3bff78b79a009976eea096a51a948a3dc00e34
247,Kyber Network Crystal v2(KNC),,$0.49580.000159 ETH,-6.05%,"$15,458,982.00 ","$84,355,631.00 ","$118,677,422.75 ","17,795-0.006%",0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202
248,STPT(STPT),,$0.04290.000014 ETH,-5.34%,"$3,370,077.00 ","$83,396,945.00 ","$83,396,945.47 ",162470.00%,0xde7d85157d9714eadf595045cc12ca4a5f3e2adb
249,XY Oracle(XYO),,$0.0060.000002 ETH,7.87%,"$2,619,648.00 ","$83,139,488.00 ","$82,910,383.80 ",931080.00%,0x55296f69f40ea6d20e478533c15a6b08b654e758
250,DENT(DENT),,$0.00080.000000 ETH,-7.60%,"$3,774,506.00 ","$80,421,583.00 ","$83,947,000.00 ","86,018-0.002%",0x3597bfd533a99c9aa083587b074434e61eb0a258
251,DODO bird(DODO),,$0.12090.000039 ETH,-12.67%,"$15,194,688.00 ","$79,432,908.00 ","$120,889,000.00 ",149660.03%,0x43Dfc4159D86F3A37A5A4B3D4580b888ad7d4DDd
252,PYR Token(PYR),,$2.81150.000903 ETH,-8.00%,"$3,953,334.00 ","$79,003,216.00 ","$140,575,117.80 ",165180.01%,0x430EF9263E76DAE63c84292C3409D61c598E9682
253,Polyhedra Network(ZK),,$1.300.000417 ETH,0.13%,"$13,215,621.00 ","$78,791,624.00 ","$1,170,000,000.00 ",2462460.02%,0xc71b5f631354be6853efe9c3ab6b9590f8302e81
254,PORTAL(PORTAL),,$0.32270.000104 ETH,-10.01%,"$10,044,265.00 ","$77,731,524.00 ","$322,680,488.22 ",198320.07%,0x1bbe973bef3a977fc51cbed703e8ffdefe001fed
255,Gods Unchained(GODS),,$0.24780.000080 ETH,-3.72%,"$2,629,981.00 ","$77,424,380.00 ","$123,882,500.00 ",186820.06%,0xccc8cb5229b0ac8069c51fd58367fd1e622afd97
256,Shattered Legion(SLG),,$0.15370.000049 ETH,--,"$55,175.00 ","$75,605,571.00 ","$153,523,228.53 ",4650.00%,0xFc0B60E0DF5Dc9d4B72D957cA2d251ceE308019a
257,Request(REQ),,$0.09840.000032 ETH,-6.47%,"$1,342,865.00 ","$75,516,317.00 ","$98,364,740.52 ",426720.00%,0x8f8221afbb33998d8584a2b05749ba73c37a938a
258,Hashflow(HFT),,$0.17230.000055 ETH,-8.42%,"$5,097,230.00 ","$75,395,513.00 ","$172,304,000.00 ",134970.04%,0xb3999f658c0391d94a37f7ff328f3fec942bcadc
259,Aurora(AURORA),,$0.15180.000049 ETH,-6.57%,"$494,954.00 ","$75,281,224.00 ","$151,827,000.00 ",60760.00%,0xaaaaaa20d9e0e2461697782ef11675f668207961
260,Covalent X Token(CXT),,$0.08960.000029 ETH,-3.62%,"$4,763,586.00 ","$75,000,564.00 ","$89,562,000.00 ","8,972-0.056%",0x7ABc8A5768E6bE61A6c693a6e4EAcb5B60602C4D
261,LQTY(LQTY),,$0.76560.000246 ETH,-6.22%,"$18,961,279.00 ","$73,770,672.00 ","$76,559,174.57 ",135830.00%,0x6dea81c8171d0ba574754ef6f8b412f2ed88c54d
262,TLOS(TLOS),,$0.17560.000056 ETH,-2.80%,"$22,808,527.00 ","$73,740,865.00 ","$882,541.93 ",1120.89%,0x193f4A4a6ea24102F49b931DEeeb931f6E32405d
263,Propy(PRO),,$1.250.000401 ETH,-5.20%,"$4,121,410.00 ","$72,608,214.00 ","$125,000,000.00 ",183530.05%,0x226bb599a12c826476e3a771454697ea52e9e220
264,BOBO(BOBO),,$0.000.000000 ETH,-13.81%,"$2,405,520.00 ","$72,015,774.00 ","$75,210,000.00 ",218450.01%,0xb90b2a35c65dbc466b04240097ca756ad2005295
265,Ixs Token(IXS),,$0.39920.000128 ETH,-17.92%,"$1,312,791.00 ","$71,213,854.00 ","$71,861,040.00 ",73210.00%,0x73d7c860998ca3c01ce8c808f5577d94d545d1b4
266,Euler(EUL),,$4.5010.001445 ETH,-1.05%,"$1,162,422.00 ","$70,998,942.00 ","$122,349,945.38 ","2,592-0.039%",0xd9fcd98c322942075a5c3860693e9f4f03aae07b
267,Bancor(BNT),,$0.56280.000181 ETH,-4.63%,"$5,149,419.00 ","$70,826,380.00 ","$70,687,931.65 ","39,977-0.005%",0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c
